BELLOSO,BENGOA,BERENGUER,BERRIOZABAL,BETETA
BELMARES,BENGOCHEA,BERENY,BERRIZ,BETHENCOURT
BELMAREZ,BENIGUEZ,BERGADO,BERROA,BETONCOURT
BELMONTES,BENINE,BERGARA,BERROCAL,BETRAN
BELMONTEZ,BENIQUEZ,BERGEZ,BERROCALES,BEXAR
BELMUDES,BENITES,BERGOLLA,BERRONES,BEZA
BELMUDEZ,BENITEZ,BERICOCHEA,BERROS,BEZANILLA
BELNAS,BENITO,BERJAN,BERROSPE,BEZARES
BELOZ,BENITOA,BERLANGA,BERROTERAN,BEZERRA
BELTRA,BENOVIDEZ,BERLANGO,BERRU,BIANE
BELTRAN,BENTA,BERMEA,BERRUECO,BIANES
BELTRANENA,BENTANCOUR,BERMEJILLO,BERRUECOS,BIANGEL
BELTRE,BENTANCOURT,BERMEJO,BERSOSA,BIAR
BELVADO,BENTANCUD,BERMEO,BERSOZA,BIASCOECHEA
BENABE,BENTANCUR,BERMUDA,BERTAINA,BIBIAN
BENABIDES,BENTURA,BERMUDES,BERTOT,BIBIANO
BENADO,BENUDIZ,BERMUDEZ,BERTRAN,BIBILONI
BENALCAZAR,BENUN,BERMUNDEZ,BERUBEN,BICHARA
BENALLO,BENZAQUEN,BERNABE,BERUMEN,BIDABE
E-12,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
BIDAL,BLANCARTE,BOJORGUEZ,BOREGO,BOUCOURT
BIDART,BLANCAS,BOJORQUES,BORELA,BOULLON
BIDET,BLANCO,BOJORQUEZ,BORERO,BOUZA
BIDO,BLANCOCERDA,BOLADERES,BORGUEZ,BOUZAS
BIDOT,BLANES,BOLADO,BORJA,BOVADILLA
BIEDMA,BLANQUET,BOLANO,BORJAS,BOVEDA
BIELMA,BLANQUEZ,BOLANOS,BORJON,BOVES
BIENES,BLANQUIZ,BOLEDA,BORNIA,BRACAMONTE
BIERA,BLASQUEZ,BOLET,BORONDA,BRACAMONTES
BIGON,BLAYA,BOLIVAR,BORONDO,BRACAMONTEZ
BILANO,BLAZQUEZ,BOLOIX,BOROVAY,BRACERO
BILBAO,BLEA,BOLTARES,BORQUEZ,BRACEROS
BILBRAUT,BLONDET,BOLUFE,BORRAJO,BRACHO
BILLAFRANCO,BOADA,BOMBALIER,BORRAS,BRADOR
BILLALBA,BOADO,BONACHEA,BORRAYO,BRAMASCO
BILLALOBOS,BOBADILLA,BONAFONT,BORREGO,BRAMBILA
BILLESCAS,BOBADILLO,BONAL,BORRER,BRAMBILL
BINAS,BOBE,BONALES,BORRERO,BRAN
BINELO,BOBEA,BONEFONT,BORRICO,BRANA
BINGOCHEA,BOBEDA,BONET,BORRIOS,BRANCACHO
BINIMELIS,BOBELE,BONETA,BORROEL,BRANCACIO
BIRBA,BOBIAN,BONICHE,BORROTO,BRANDARIZ
BIRONDO,BOBILLO,BONILLA,BORRUEL,BRANUELAS
BIRRIEL,BOCACHICA,BONILLAS,BORUNDA,BRASSELERO
BIRRUETA,BOCANEGRA,BONILLO,BOSMENIER,BRASUEL
BISA,BOCARDO,BONUZ,BOSQUE,BRAULIO
BISBAL,BOCHAS,BORAD,BOSQUES,BRAVO
BISCAILUZ,BODERO,BORBOA,BOSQUEZ,BREA
BISCAINO,BODIROGA,BORBOLLA,BOTANA,BRECEDA
BISCAYART,BOERAS,BORBON,BOTARD,BREIJO
BISTRAIN,BOEZ,BORDAGARAY,BOTAS,BREMA
BISUANO,BOFILL,BORDALLO,BOTELL,BRENES
BITELA,BOGARIN,BORDANO,BOTELLA,BRENLLA
BITHORN,BOHORQUEZ,BORDAYO,BOTELLO,BRETADO
BITOLAS,BOILES,BORDEGARAY,BOTERO,BRETO
BLADUELL,BOITES,BORDENAVE,BOTILLER,BRETOS
BLAJOS,BOJORGES,BORDOY,BOTILLO,BRIALES
,,APPENDIX E,,E-13
,CENSUS LIST OF SPANISH SURNAMES,,,
BRIANO,BUBELA,BULERIN,BUSTABAD,CABAL
BRIAS,BUCETA,BULLAS,BUSTABADE,CABALEIRO
BRIBIESCA,BUCIO,BULNES,BUSTAMANTE,CABALLA
BRIBIESCAS,BUELNA,BULOS,BUSTAMANTES,CABALLER
BRICENO,BUENABAD,BULTRON,BUSTAMANTEZ,CABALLERO
BRIENO,BUENAFE,BURBANO,BUSTAMARTE,CABALLEROS
BRIEVA,BUENAVENTURA,BURBOA,BUSTAMENTE,CABALLES
BRIGNONI,BUENCONSEJO,BURCET,BUSTAMONTE,CABALLO
BRIJALBA,BUENDEL,BURCIAGA,BUSTANANTE,CABAN
BRIJIL,BUENDIA,BURCIAGO,BUSTAS,CABANAS
BRILLANTES,BUENFIL,BURCOS,BUSTED,CABANELAS
BRINGAS,BUENO,BURDEOS,BUSTELO,CABANERO
BRINGUEZ,BUENROSTRO,BURGADO,BUSTEMANTE,CABANILLAS
BRIO,BUENRROSTRO,BURGARA,BUSTILLO,CABANZON
BRIONES,BUENSUCESO,BURGENO,BUSTILLOS,CABARCAS
BRIONEZ,BUENTELLO,BURGOA,BUSTINZA,CABARCOS
BRISENO,BUENTEO,BURGOS,BUSTIO,CABARGA
BRISITA,BUENTIEMPO,BURGUAN,BUSTO,CABASA
BRISO,BUENTILLO,BURGUENO,BUSTOS,CABASIER
BRISUELA,BUERAS,BURGUETE,BUSTOZ,CABASOS
BRITO,BUERES,BURIEL,BUSUTIL,CABASSA
BRIZ,BUERGO,BURILLO,BUTANDA,CABASSO
BRIZAL,BUFANDA,BURITICA,BUTERO,CABAZA
BRIZENO,BUGALLO,BURNEO,BUTRON,CABAZOS
BRIZO,BUGARIN,BURNIAS,BUTTANDA,CABEIRO
BRIZUELA,BUIGAS,BURQUEZ,BUXEDA,CABEJE
BROCAS,BUIGUES,BURRA,BUXO,CABELLERO
BROCHE,BUILES,BURRIEL,BUYON,CABELLO
BRONDO,BUILTRON,BURRIOLA,BUZANI,CABERA
BROTONS,BUITRAGO,BURROLA,BUZNEGO,CABERERA
BRUCELAS,BUITRON,BURRON,BUZO,CABERRA
BRUCIAGA,BUITUREIDA,BURRUEL,CAAL,CABESUELA
BRUGUERA,BUITUREIRA,BURSIAGA,CAAMAL,CABEZA
BRUGUERAS,BUJAN,BURUATO,CAAMANO,CABEZADEBACA
BRUSUELAS,BUJANDA,BUSIGO,CAAMPUED,CABEZAS
BRUZOS,BUJANOS,BUSQUET,CABA,CABEZUDO
BUANTELLO,BUJOSA,BUSQUETS,CABADA,CABEZUELA
E-14,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
CABIAS,CACHORA,CAJIGAL,CALEZ,CALZADA
CABIDO,CACHUA,CAJIGAS,CALIBO,CALZADIAS
CABIEDES,CACICEDO,CAJINA,CALIENES,CALZADILLA
CABIGAS,CADAHIA,CAJO,CALIX,CALZADILLAS
CABILLO,CADAVA,CAJUSTE,CALIXTO,CALZADO
CABLA,CADAVAL,CALABAZA,CALIXTRO,CALZIA
CABRALES,CADAVID,CALAFAT,CALIZ,CALZONCIN
CABRALEZ,CADAVIECO,CALAFELL,CALLADO,CAMACH
CABRANES,CADEMA,CALAMA,CALLANTA,CAMACHE
CABRE,CADENA,CALAMACO,CALLAVA,CAMACHO
CABREJA,CADENAS,CALAMARS,CALLAZO,CAMAMA
CABREJAS,CADENAZ,CALAMON,CALLE,CAMANCHO
CABREJOS,CADENGO,CALANA,CALLEIRO,CAMANEZ
CABRER,CADIERNO,CALANCHE,CALLEJAS,CAMANO
CABRERA,CADILLA,CALANDRES,CALLEJO,CAMARAZA
CABRERAS,CADILLO,CALAS,CALLEJON,CAMARELLA
CABRERIZO,CADIS,CALATAYUD,CALLEJOS,CAMARENA
CABRERO,CADIZ,CALBILLO,CALLELLA,CAMARENO
CABRERRA,CADORNIGA,CALCADO,CALLEROS,CAMARERO
CABRET,CADRIEL,CALCANEO,CALLES,CAMARGO
CABREVA,CAGIGA,CALCANO,CALLEYRO,CAMARILLO
CABRIALES,CAGIGAL,CALCINES,CALLINICOS,CAMARO
CABRIELES,CAGIGAS,CALDA,CALLISTRO,CAMARON
CABRILES,CAGUIAS,CALDARON,CALOCA,CAMARRILLO
CABRILLO,CAHUE,CALDAS,CALOMARDE,CAMAYA
CABRILLOS,CAICEDO,CALDELAS,CALONGA,CAMAYD
CABRISAS,CAIGOY,CALDERA,CALONGE,CAMBA
CABRITO,CAILLAU,CALDERAS,CALONJE,CAMBALIZA
CABRON,CAINAS,CALDERILLA,CALSADA,CAMBERO
CABUENA,CAINZOS,CALDERIN,CALSADILLAS,CAMBEROS
CABUTO,CAJAR,CALDERO,CALVEIRO,CAMBIANICA
CACERAS,CAJAS,CALDERON,CALVERA,CAMBIS
CACERES,CAJEN,CALDEVILLA,CALVERO,CAMBLOR
CACEREZ,CAJERO,CALEJO,CALVES,CAMBO
CACHARRON,CAJIAO,CALENZANI,CALVET,CAMBON
CACHO,CAJIDE,CALERA,CALVILLO,CAMCHO
CACHON,CAJIGA,CALERO,CALVO,CAMEJO
,,APPENDIX E,,E-15
,CENSUS LIST OF SPANISH SURNAMES,,,
CAMERENA,CAMUNEZ,CANDELERIA,CANTOYA,CARABAL
CAMERO,CANA,CANDIA,CANTRE,CARABALLO
CAMEZ,CANABA,CANDIAS,CANTRES,CARABALLOPEREZ
CAMILO,CANABAL,CANEDA,CANTU,CARABANTES
CAMINA,CANABATE,CANEDO,CANTUA,CARABAY
CAMINAS,CANAHUATI,CANEGATA,CANTUTIJERINA,CARABAZA
CAMINERO,CANALDA,CANEIRO,CANUELAS,CARABELLA
CAMOCHO,CANALEJO,CANELA,CANZONA,CARABEO
CAMORODA,CANALES,CANELLAS,CAPABLANCA,CARABES
CAMPA,CANALEZ,CANELLIS,CAPACETE,CARABEZ
CAMPACOS,CANALITA,CANELO,CAPARRA,CARACENA
CAMPANERIA,CANALS,CANERO,CAPARROS,CARACHEO
CAMPANIONI,CANAMAR,CANES,CAPAS,CARACOSA
CAMPAS,CANAMERO,CANET,CAPATA,CARACOZA
CAMPAZ,CANAS,CANETE,CAPDEVILA,CARAJAL
CAMPERO,CANAVA,CANEZ,CAPELES,CARALT
CAMPILLO,CANAVATI,CANGA,CAPELLAN,CARAMBOT
CAMPINS,CANAVERAL,CANGAS,CAPELO,CARAMEROS
CAMPIRANO,CANAVES,CANION,CAPERON,CARAMES
CAMPISTA,CANCEL,CANISALES,CAPESTANY,CARAMILLO
CAMPIZ,CANCELA,CANIZAL,CAPETILLO,CARANTA
CAMPOAMOR,CANCELO,CANIZALES,CAPIFALI,CARANZA
CAMPODONICA,CANCHE,CANIZALEZ,CAPILLA,CARAPIA
CAMPOLLA,CANCHOLA,CANIZARES,CAPIN,CARARA
CAMPOMANES,CANCINO,CANIZAREZ,CAPIRO,CARASA
CAMPORREDONDO,CANCINOS,CANJURA,CAPISTRAN,CARASCO
CAMPOS,CANCIO,CANLAS,CAPLANO,CARATACHEA
CAMPOSAGRADO,CANDALES,CANO,CAPMANY,CARATAN
CAMPOVERDE,CANDANEDO,CANOVAS,CAPOTE,CARATTINI
CAMPOY,CANDANO,CANSECO,CAPRILES,CARAVACA
CAMPOZ,CANDANOSA,CANSINO,CAPRINE,CARAVAJAL
CAMPOZANO,CANDANOZA,CANTARERO,CAPUCHIN,CARAVANTES
CAMPUSANO,CANDELARI,CANTERO,CAPUCHINA,CARAVAYO
CAMPUZANO,CANDELARIA,CANTILLO,CAPUCHINO,CARAVEO
CAMUEIRAS,CANDELARIE,CANTORAN,CAQUIAS,CARAVES
CAMUNAS,CANDELARIO,CANTOS,CARABA,CARAZA
CAMUNES,CANDELAS,CANTOU,CARABAJAL,CARAZO
E-16,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
CARBA,CARDIEL,CARPINTERO,CARRETE,CARTAGENA
CARBAJAL,CARDINAS,CARPINTEYRO,CARRETERO,CARTAGO
CARBAJALES,CARDINEZ,CARPIO,CARRETO,CARTANA
CARBAJO,CARDONA,CARPIZO,CARRIAGA,CARTAS
CARBALLAR,CARDONAS,CARRABALLO,CARRIAZO,CARTAYA
CARBALLEA,CARDOSA,CARRACEDO,CARRICA,CARUAJAL
CARBALLEIRA,CARDOVA,CARRADA,CARRICABURU,CARVAJAL
CARBALLIDO,CAREAGA,CARRADERO,CARRICARTE,CARVAJALES
CARBALLO,CARELA,CARRAL,CARRIDO,CARVAJALINO
CARBALLOSA,CARETA,CARRALEJO,CARRIEDO,CASABLANCA
CARBELLIDO,CARIAS,CARRALERO,CARRIJO,CASABO
CARBIA,CARIBE,CARRALES,CARRIL,CASADAS
CARBONEL,CARIDE,CARRALEZ,CARRILES,CASADES
CARBONELL,CARIDES,CARRAMAN,CARRILLA,CASADO
CARBOT,CARIELO,CARRANCA,CARRILLE,CASADOS
CARCACHE,CARIGA,CARRANCO,CARRILLO,CASAIS
CARCAMO,CARILLO,CARRANDI,CARRILO,CASAL
CARCANA,CARINGAL,CARRANSA,CARRIO,CASALES
CARCANAQUES,CARINHAS,CARRANZA,CARRION,CASALS
CARCANO,CARIRE,CARRASCO,CARRIQUE,CASAMAYOR
CARCAS,CARISALEZ,CARRASCOSA,CARRISAL,CASANAS
CARCELLERO,CARLA,CARRASGUILLO,CARRISALES,CASANDRA
CARDELLE,CARLETELLO,CARRASO,CARRISALEZ,CASANOVA
CARDELLES,CARLOS,CARRASQUILLA,CARRISOSA,CASANOVAS
CARDENA,CARMENATE,CARRASQUILLO,CARRISOZA,CASANUEVA
CARDENAL,CARMENATES,CARRATALA,CARRIZAL,CASARES
CARDENALES,CARMENATY,CARRAU,CARRIZALES,CASAREZ
CARDENAS,CARMOEGA,CARRAZANA,CARRIZALEZ,CASARIEGO
CARDENAZ,CARMONA,CARRAZCO,CARRIZO,CASARRUBIAS
CARDENES,CARNERA,CARREAGA,CARRIZOSA,CASAS
CARDENEZ,CARNERO,CARREDO,CARRIZOZA,CASASNOVAS
CARDENO,CARNICER,CARREJO,CARRODEGUAS,CASASOLA
CARDENOS,CARNICERO,CARRENO,CARROLA,CASASUS
CARDENOSA,CARO,CARREON,CARROSQUILLO,CASAUS
CARDENTEY,CARONADO,CARRERA,CARRSCO,CASAVANTES
CARDET,CAROPINO,CARRERAS,CARRUESCO,CASCANTE
CARDEZA,CARPENA,CARRERO,CARTAGEN,CASCON
,,APPENDIX E,,E-17
,CENSUS LIST OF SPANISH SURNAMES,,,
CASCOS,CASTANADA,CASTIEL,CATALAN,CAYEROS
CASCUDO,CASTANARES,CASTILIO,CATALENA,CAYIAS
CASELAS,CASTANEADA,CASTILL,CATANACH,CAYON
CASELLAS,CASTANED,CASTILLA,CATANO,CAYUELA
CASERAS,CASTANEDA,CASTILLANOS,CATAQUET,CAYUSO
CASERES,CASTANEDO,CASTILLAS,CATASCA,CAZAMIAS
CASERMA,CASTANER,CASTILLEJA,CATASUS,CAZANAS
CASERO,CASTANIETO,CASTILLEJO,CATEORA,CAZARES
CASERZA,CASTANO,CASTILLEJOS,CATETE,CAZAREZ
CASES,CASTANOLA,CASTILLERO,CATOLICO,CAZARIN
CASIA,CASTANON,CASTILLIO,CATZOELA,CAZON
CASIAN,CASTANOS,CASTILLO,CAUAZOS,CDEBACA
CASIANO,CASTANUELA,CASTILLON,CAUCE,CDEVACA
CASIAS,CASTANY,CASTINEIRA,CAUDALES,CEBADA
CASICA,CASTEJON,CASTINEIRAS,CAUDILLO,CEBALLES
CASIELLES,CASTELA,CASTINEYRA,CAULA,CEBALLO
CASILLA,CASTELAN,CASTORENA,CAUNDER,CEBALLOS
CASILLAN,CASTELANO,CASTORENO,CAUSO,CEBEY
CASILLAS,CASTELAO,CASTRA,CAVANAS,CEBOLLERO
CASILLOS,CASTELAR,CASTREJON,CAVASAS,CEBRERO
CASINES,CASTELAZO,CASTRELLON,CAVASOS,CEBREROS
CASIQUE,CASTELBLANCO,CASTRESANA,CAVAZ,CEBRIAN
CASIQUITO,CASTELDEORO,CASTRILLO,CAVAZAS,CECENA
CASIS,CASTELEIRO,CASTRILLON,CAVAZOS,CEDANO
CASMERO,CASTELLANAS,CASTRIZ,CAVAZOZ,CEDENO
CASORLA,CASTELLANES,CASTRO,CAVEDA,CEDILLO
CASPARIS,CASTELLANOS,CASTRODAD,CAVERO,CEDILLOS
CASPILLO,CASTELLANOZ,CASTROMAN,CAVEZA,CEDINO
CASSARES,CASTELLAR,CASTRON,CAVIEDES,CEDO
CASSAS,CASTELLON,CASTROVERDE,CAVIEL,CEGARRA
CASSIAS,CASTELLS,CASTRUITA,CAVLA,CEGUEDA
CASSILLAS,CASTELLVI,CASUL,CAVOS,CEIDE
CASSINERIO,CASTELNAU,CASUSO,CAVOZOS,CEIJAS
CASSO,CASTELO,CATA,CAYADO,CEJA
CASTAIGNE,CASTENADA,CATACALOS,CAYANAN,CEJAS
CASTAN,CASTENEDA,CATACHE,CAYCEDO,CEJO
CASTANA,CASTIBLANCO,CATALA,CAYERE,CEJUDO
E-18,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
CELA,CERECEDO,CHABERA,CHANONA,CHAVARRA
CELADA,CERECERES,CHABEZ,CHANTACA,CHAVARRI
CELADO,CERECEREZ,CHABOLLA,CHANTALA,CHAVARRIA
CELARDO,CERECERO,CHABOYA,CHANTRES,CHAVARRIAGA
CELAYA,CEREIJO,CHABRIER,CHAPA,CHAVARRO
CELAYETA,CEREZO,CHACA,CHAPARRO,CHAVECO
CELEDON,CERIN,CHACANACA,CHAPELA,CHAVERA
CELEIRO,CERMENO,CHACON,CHAPERO,CHAVERO
CELICEO,CERNA,CHADES,CHAPOY,CHAVEZ
CELIS,CERNAS,CHADEZ,CHAPPARO,CHAVIANO
CELIZ,CERNO,CHAFFINO,CHAPRALIS,CHAVIRA
CELORIO,CERNUDA,CHAFINO,CHAPRON,CHAVIRO
CENA,CERON,CHAGAS,CHARAFA,CHAVOLLA
CENDAN,CERPA,CHAGOLLA,CHARANZA,CHAVOYA
CENDEJAS,CERRILLO,CHAGOLLAN,CHARBA,CHAYRA
CENDOYA,CERRILLOS,CHAGOY,CHARBULA,CHAYRE
CENICEROS,CERRITOS,CHAGOYA,CHARCA,CHAYREZ
CENISEROS,CERROS,CHAGOYAN,CHARCAS,CHAZARO
CENISEROZ,CERTEZA,CHAGOYEN,CHARDON,CHAZARRETA
CENOZ,CERUANTES,CHAGRA,CHARFAUROS,CHECA
CENTELLAS,CERVANES,CHAGUACEDA,CHARNECO,CHECO
CENTENO,CERVANTE,CHAIDES,CHARO,CHEDA
CENTERO,CERVANTES,CHAIDEZ,CHARRES,CHEMALI
CENTURION,CERVANTEZ,CHAIRA,CHARRIA,CHENTE
CEPEDA,CERVENTES,CHAIREZ,CHARRIEZ,CHERENA
CEPEDES,CERVERA,CHALA,CHARRIN,CHERENE
CEPERO,CESANI,CHALAMBAGA,CHARRIS,CHERINO
CERABELLA,CESENA,CHALDU,CHARRO,CHERTA
CERALDE,CESIN,CHAMARTIN,CHARVEZ,CHESSANI
CERBANTES,CESPEDES,CHAMIZO,CHATON,CHEVANNES
CERBANTEZ,CESPEDEZ,CHAMORO,CHAUARRIA,CHEVARRIA
CERCADO,CESTERO,CHAMORRO,CHAVANA,CHEVAS
CERDA,CEVALLO,CHANDARLIS,CHAVANNA,CHEVERES
CERDEIRA,CEVALLOS,CHANES,CHAVARELA,CHEVEREZ
CERDEIRAS,CEVILLA,CHANEZ,CHAVARIA,CHEVEZ
CERECEDA,CEYANES,CHANGALA,CHAVARILLO,CHEVRES
CERECEDES,CHABARRIA,CHANO,CHAVARIN,CHIAGO
,,APPENDIX E,,E-19
,CENSUS LIST OF SPANISH SURNAMES,,,
CHIAPA,CHUMACERO,CIRIA,COBARRUVIAS,COLLASO
CHICA,CHUMISO,CIRIECO,COBAS,COLLAZO
CHICAS,CHUPE,CIRILO,COBELO,COLLOZO
CHICO,CHURBE,CIRIZA,COBEO,COLLS
CHICVARA,CHURRUCA,CIRLOS,COBIAN,COLMENAR
CHIDE,CIBERAY,CIRULI,COBIELLA,COLMENARES
CHIFALO,CIBRIAN,CISNER,COBIO,COLMENERO
CHIHUAHUA,CICERON,CISNERAS,COBO,COLOCHO
CHILIMIDOS,CICILIA,CISNERNOS,COBOS,COLOCIO
CHIMAL,CID,CISNERO,COBREIRO,COLODRO
CHINANA,CIDDIO,CISNEROS,COCA,COLOM
CHINCHILLA,CIEGO,CISNEROZ,COCIO,COLOMA
CHINEA,CIENA,CISTERNA,CODINA,COLOMAR
CHINO,CIENEGA,CIVEROLO,CODON,COLOMBANA
CHIONG,CIENEGAS,CLARA,CODORNIZ,COLOMBANI
CHIONO,CIENFUEGOS,CLARIT,COELLO,COLOMBERO
CHIOVARE,CIERRA,CLARO,COFINO,COLOME
CHIPI,CIFRE,CLAROS,COFRESI,COLOMER
CHIPRES,CIFREDO,CLAROT,COIRA,COLOMES
CHIQUES,CIFUENTES,CLAUDIO,COLACION,COLOMINAS
CHIQUETE,CIGAR,CLAUSTRO,COLACO,COLOMO
CHIQUITO,CIGARROA,CLAVEL,COLARTE,COLON
CHIRIBOGA,CILLERO,CLAVELL,COLAS,COLONDRES
CHIRINO,CIMADEVILLA,CLAVELO,COLATO,COLONNETTA
CHIRINOS,CIMARRON,CLAVERAN,COLCA,COLONTORRES
CHOA,CIMENTAL,CLAVERIA,COLCHADO,COLORADO
CHOLICO,CINDO,CLAVERO,COLDERON,COLORBIO
CHOMAT,CINEUS,CLAVIJO,COLDIVAR,COLORE
CHOMORI,CINTA,CLEMENA,COLEGIO,COLORES
CHONO,CINTAS,CLERO,COLET,COLOROSO
CHOPERENA,CINTORA,CLIMENT,COLIMA,COLSA
CHORNA,CINTRA,COBA,COLINA,COLUDRO
CHOTO,CINTRON,COBALLES,COLINDRES,COLUMBIE
CHOUZA,CIONCO,COBAR,COLIO,COLUNGA
CHOZA,CIPRES,COBARRUBIA,COLLADA,COMACHO
CHUCA,CIREROL,COBARRUBIAS,COLLADO,COMADURAN
CHUDALLA,CIRES,COBARRUBIO,COLLANTES,COMAS
E-20,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
COMBARRO,CONSTANTE,CORCHO,CORONEL,CORUGEDO
COMELLAS,CONSUEGRA,CORCINO,CORPAS,CORUJO
COMESANA,CONSUELO,CORCOLES,CORPION,CORVAN
COMESANAS,CONTADOR,CORCOVELOS,CORPORAN,CORVERA
COMON,CONTEMPRATO,CORDENIZ,CORPOS,CORVISON
COMORRE,CONTERAS,CORDERO,CORPUS,CORZA
COMPANIONI,CONTEREAS,CORDILLO,CORRADA,CORZO
COMPARAN,CONTERO,CORDOBA,CORRAL,COS
COMPARY,CONTIVAL,CORDOBES,CORRALEJO,COSCULLUELA
COMPEAN,CONTRARAS,CORDOLA,CORRALES,COSILLO
COMPIAN,CONTREAS,CORDONA,CORRALEZ,COSILLOS
COMPITO,CONTRERA,CORDOSO,CORRALIZA,COSIO
COMPOS,CONTRERAS,CORDOVA,CORRALLS,COSME
COMPTIS,CONTRERASS,CORDOVER,CORRCA,COSSIO
CONCEPCION,CONTRERAZ,CORDOVES,CORREA,COSSO
CONCEPTION,CONTRERES,CORDOVEZ,CORREDERA,COSTALES
CONCHA,CONTREROS,CORDOVI,CORREDOR,COSTELON
CONCHADO,CONTRERRAS,CORDOZA,CORREO,COSTILLA
CONCHAS,CONTRESAS,COREANO,CORRES,COSTILLO
CONCHO,CONTRESTANO,CORELLA,CORRETJER,COSTOSO
CONCHOLA,CONTREVAS,CORENTE,CORREU,COSTRUBA
CONCHOS,COPADO,CORIA,CORRILLO,COTA
CONDADO,COPETILLO,CORIANO,CORRIPIO,COTARELO
CONDARCO,COPRIVIZA,CORIAT,CORRIZ,COTAYO
CONDE,COQUOZ,CORIZ,CORROS,COTELO
CONDENSA,CORA,CORMALIS,CORTADA,COTERA
CONEJERO,CORALES,CORNEJO,CORTAZA,COTERILLO
CONEJO,CORANADO,CORNEJOS,CORTAZAR,COTERO
CONESA,CORAZON,CORNIDE,CORTES,COTILLA
CONFORME,CORBALA,CORNIELL,CORTEZ,COTINOLA
CONRADO,CORBEA,CORNIER,CORTIJO,COTITTA
CONRERAS,CORBELLA,CORODOVA,CORTINA,COTO
CONRIQUE,CORBERA,COROMINAS,CORTINAS,COTRINA
CONRIQUEZ,CORCES,CORONA,CORTINAZ,COTTES
CONS,CORCHADO,CORONADA,CORTINES,COTTO
CONSONERO,CORCHERO,CORONADO,CORTINEZ,COTULLA
CONSTANCIO,CORCHETE,CORONAS,CORTIZO,COUARRUBIAS
,,APPENDIX E,,E-21
,CENSUS LIST OF SPANISH SURNAMES,,,
COUCE,CRISTAN,CUBAS,CULTRERI,DALIPE
COUCEYRO,CRISTANCHO,CUBENAS,CUMBA,DALMAU
COUMPAROULES,CRISTERNA,CUBERO,CUMPIAN,DALMIDA
COUSO,CRISTIA,CUBIAS,CUMPIANO,DANACHE
COUTIN,CRISTIAN,CUBILLAS,CUNANAN,DANTUS
COUTINO,CRISTIN,CUBILLO,CUNES,DAPENA
COUVERTIER,CRISTOBAL,CUBILLOS,CUNEZ,DARDANES
COVARRUBIA,CRISTOFOL,CUBIO,CUNI,DARDIZ
COVARRUBIAS,CRIXELL,CUBRIEL,CUNILL,DARDON
COVARRUBIAZ,CROSAS,CUCALON,CUNYUS,DARIAS
COVARRUBIO,CROZ,CUCUTA,CUPELES,DARNAUD
COVARRUVIAS,CRUANES,CUEBA,CUPRILL,DARQUEA
COVARRYBIAS,CRUANYAS,CUEBAS,CURA,DARRIBA
COVARUBIAS,CRUCES,CUELIAR,CURBELLO,DARUNA
COVAS,CRUCETA,CUELLA,CURBELO,DASTAS
COVIAN,CRUZ,CUELLAR,CURET,DATIL
COVILLO,CRUZADO,CUELLER,CURIEL,DAUBAR
COVIO,CRUZAT,CUELLO,CURRAIS,DAUILA
COVO,CRUZATA,CUEN,CURRAS,DAUSA
COVOS,CRUZCOSA,CUENCA,CURREA,DAUZ
COYA,CRUZCRUZ,CUENCO,CURZ,DAVALOS
COYAZO,CRUZON,CUENTAS,CUSCO,DAVILA
CREITOFF,CRUZRODRIGUEZ,CUENTO,CUSTODIA,DAVILAS
CREMAR,CUADRA,CUERDO,CUSTODIO,DAVILLA
CREMATA,CUADRADO,CUERO,CUTIE,DAVILO
CRESPIN,CUADRAS,CUERVO,CUYA,DAZA
CRESPO,CUADRAZ,CUESTA,CUYAR,DCRUZ
CRIADO,CUADRO,CUESTAS,CUZA,DEAGEN
CRIBEIRO,CUADROS,CUETO,DABALOS,DEAGUERO
CRIOLLO,CUAN,CUEVA,DABILA,DEAGUILAR
CRIOYOS,CUARA,CUEVAS,DACUMOS,DEAGUIRRE
CRISANTES,CUARENTA,CUEVAZ,DAGNESSES,DEALBA
CRISANTO,CUARON,CUEVOS,DAGO,DEALCALA
CRISANTOS,CUARTAS,CUILAN,DAGUERRE,DEALEJANDRO
CRISOSTO,CUASCUT,CUIN,DAGUILAR,DEALVA
CRISOSTOMO,CUATE,CUIZON,DALAMA,DEALVAREZ
CRISTALES,CUBANO,CULEBRO,DALBOSCO,DEAMADOR
E-22,,,,
,,APPENDIX E,,
,CENSUS LIST OF SPANISH SURNAMES,,,
DEANDA,DECAPRILES,DEESTRADA,DEHORTA,DELACOTERA
DEANDE,DECARDENAS,DEFALCON,DEHOSTOS,DELACRUZ
DEANDRES,DECASAS,DEFALLA,DEHOYAS,DELACUADRA
DEAQUERO,DECASO,DEFERIA,DEHOYOS,DELACUESTA
DEARAGON,DECASTANEDA,DEFERNANDEZ,DEIBARRA,DELACUEVA
DEARCE,DECASTILLO,DEFEX,DEIDA,DELACURZ
DEARCO,DECASTRO,DEFIESTA,DEIMES,DELAESPRIELLA
