name_last,name_suffix,name_first,name_middle,race
larsen,,steve,,"GreaterEuropean,WestEuropean,Nordic"
aarstad,,stian,,"GreaterEuropean,WestEuropean,Nordic"
arnesen,,stian,,"GreaterEuropean,WestEuropean,Nordic"
eckhoff,,stian,,"GreaterEuropean,WestEuropean,Nordic"
kristoffersen,,stian,lindaas,"GreaterEuropean,WestEuropean,Nordic"
ohr,,stian,,"GreaterEuropean,WestEuropean,Nordic"
råket,,stig,arild,"GreaterEuropean,WestEuropean,Nordic"
bjørnebye,,stig,inge,"GreaterEuropean,WestEuropean,Nordic"
johansen,,stig,,"GreaterEuropean,WestEuropean,Nordic"
husby,,stig,roar,"GreaterEuropean,WestEuropean,Nordic"
kjeldaas,,stine,brun,"GreaterEuropean,WestEuropean,Nordic"
hattestad,,stine,lise,"GreaterEuropean,WestEuropean,Nordic"
,,st. john's eve,,"GreaterEuropean,WestEuropean,Nordic"
kleiberg,,ståle,,"GreaterEuropean,WestEuropean,Nordic"
stensaas,,ståle,,"GreaterEuropean,WestEuropean,Nordic"
sigurdsson,,sumarlidi,,"GreaterEuropean,WestEuropean,Nordic"
,,sunniva,,"GreaterEuropean,WestEuropean,Nordic"
møller,,sunniva,hakestad,"GreaterEuropean,WestEuropean,Nordic"
marshe,,surrey,,"GreaterEuropean,WestEuropean,Nordic"
sundfør,,susanne,,"GreaterEuropean,WestEuropean,Nordic"
wigene,,susanne,,"GreaterEuropean,WestEuropean,Nordic"
pettersen,,suzann,,"GreaterEuropean,WestEuropean,Nordic"
aaser,,svein,,"GreaterEuropean,WestEuropean,Nordic"
berge,,svein,,"GreaterEuropean,WestEuropean,Nordic"
edvartsen,,svein-erik,,"GreaterEuropean,WestEuropean,Nordic"
gjedrem,,svein,,"GreaterEuropean,WestEuropean,Nordic"
grøndalen,,svein,,"GreaterEuropean,WestEuropean,Nordic"
valvik,,svein,inge,"GreaterEuropean,WestEuropean,Nordic"
johannessen,,svein,,"GreaterEuropean,WestEuropean,Nordic"
koningen,,svein,,"GreaterEuropean,WestEuropean,Nordic"
munkejord,,svein,,"GreaterEuropean,WestEuropean,Nordic"
hákonarson,,sveinn,,"GreaterEuropean,WestEuropean,Nordic"
nyhus,,svein,,"GreaterEuropean,WestEuropean,Nordic"
moen,,svein,oddvar,"GreaterEuropean,WestEuropean,Nordic"
,,svein of norway,,"GreaterEuropean,WestEuropean,Nordic"
flaaten,,sveinung,o.,"GreaterEuropean,WestEuropean,Nordic"
foyn,,svend,,"GreaterEuropean,WestEuropean,Nordic"
elvestad,,sven,,"GreaterEuropean,WestEuropean,Nordic"
kristiansen,,sven,erik,"GreaterEuropean,WestEuropean,Nordic"
oftedal,,sven,,"GreaterEuropean,WestEuropean,Nordic"
høiby,,sven,o.,"GreaterEuropean,WestEuropean,Nordic"
nybø,,sverre,bernhard,"GreaterEuropean,WestEuropean,Nordic"
bratland,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
brodahl,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
engen,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
fehn,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
gjørwad,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
grøner,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
hassel,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
helgesen,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
hope,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
haugli,,sverre,ingolf,"GreaterEuropean,WestEuropean,Nordic"
støstad,,sverre,kornelius eilertsen,"GreaterEuropean,WestEuropean,Nordic"
sundbø,,sverre,krogh,"GreaterEuropean,WestEuropean,Nordic"
mo,,sverre,l.,"GreaterEuropean,WestEuropean,Nordic"
myrli,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
andresen,,sverre,oddvar,"GreaterEuropean,WestEuropean,Nordic"
løberg,,sverre,offenberg,"GreaterEuropean,WestEuropean,Nordic"
,,sverre of norway,,"GreaterEuropean,WestEuropean,Nordic"
petterssen,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
riisnæs,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
Årnes,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
stensheim,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
strandli,,sverre,,"GreaterEuropean,WestEuropean,Nordic"
rostoft,,sverre,walter,"GreaterEuropean,WestEuropean,Nordic"
saga,,sverris,,"GreaterEuropean,WestEuropean,Nordic"
i of denmark,,sweyn,,"GreaterEuropean,WestEuropean,Nordic"
glimsdal,,sylfest,,"GreaterEuropean,WestEuropean,Nordic"
lomheim,,sylfest,,"GreaterEuropean,WestEuropean,Nordic"
brustad,,sylvia,,"GreaterEuropean,WestEuropean,Nordic"
lie,,synnøve,,"GreaterEuropean,WestEuropean,Nordic"
,,,,"GreaterEuropean,WestEuropean,Nordic"
berge,,syver,,"GreaterEuropean,WestEuropean,Nordic"
messel,,syvert,tobiassen,"GreaterEuropean,WestEuropean,Nordic"
hansen,,tanya,,"GreaterEuropean,WestEuropean,Nordic"
nelson,,ted,,"GreaterEuropean,WestEuropean,Nordic"
,,teebee,,"GreaterEuropean,WestEuropean,Nordic"
wagle,,tellef,,"GreaterEuropean,WestEuropean,Nordic"
aa,,terje,,"GreaterEuropean,WestEuropean,Nordic"
andersen,,terje,,"GreaterEuropean,WestEuropean,Nordic"
dragseth,,terje,,"GreaterEuropean,WestEuropean,Nordic"
formoe,,terje,,"GreaterEuropean,WestEuropean,Nordic"
gewelt,,terje,,"GreaterEuropean,WestEuropean,Nordic"
hauge,,terje,,"GreaterEuropean,WestEuropean,Nordic"
haugland,,terje,,"GreaterEuropean,WestEuropean,Nordic"
kojedal,,terje,,"GreaterEuropean,WestEuropean,Nordic"
krokstad,,terje,,"GreaterEuropean,WestEuropean,Nordic"
langli,,terje,,"GreaterEuropean,WestEuropean,Nordic"
gustavsen,,terje,moe,"GreaterEuropean,WestEuropean,Nordic"
pedersen,,terje,,"GreaterEuropean,WestEuropean,Nordic"
rød-larsen,,terje,,"GreaterEuropean,WestEuropean,Nordic"
johansen,,terje,riis,"GreaterEuropean,WestEuropean,Nordic"
søviknes,,terje,,"GreaterEuropean,WestEuropean,Nordic"
totland,,terje,,"GreaterEuropean,WestEuropean,Nordic"
vigen,,terje,,"GreaterEuropean,WestEuropean,Nordic"
vinterstø,,terje,,"GreaterEuropean,WestEuropean,Nordic"
wold,,terje,,"GreaterEuropean,WestEuropean,Nordic"
dahl,,tessa,,"GreaterEuropean,WestEuropean,Nordic"
knutzen,,thea,,"GreaterEuropean,WestEuropean,Nordic"
christianson,,theodore,,"GreaterEuropean,WestEuropean,Nordic"
theodorsen,,theodore,,"GreaterEuropean,WestEuropean,Nordic"
monachus,,theodoricus,,"GreaterEuropean,WestEuropean,Nordic"
kittelsen,,theodor,,"GreaterEuropean,WestEuropean,Nordic"
kjerulf,,theodor,,"GreaterEuropean,WestEuropean,Nordic"
klem,,theodor,,"GreaterEuropean,WestEuropean,Nordic"
,,the pillars of society,,"GreaterEuropean,WestEuropean,Nordic"
pretenders,,the,,"GreaterEuropean,WestEuropean,Nordic"
johaug,,therese,,"GreaterEuropean,WestEuropean,Nordic"
helgeland,,the vikings,at,"GreaterEuropean,WestEuropean,Nordic"
duck,,the wild,,"GreaterEuropean,WestEuropean,Nordic"
alsgaard,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
bang,,thomas,cathinco,"GreaterEuropean,WestEuropean,Nordic"
due,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
dybdahl,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
von westen sylow,,thomas,edvard,"GreaterEuropean,WestEuropean,Nordic"
engelhart,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
fasting,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
giertsen,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
gjørtz,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
hafstad,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
hansen,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
holm,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
eriksen,,thomas,hylland,"GreaterEuropean,WestEuropean,Nordic"
bendiksen,,thomas,kind,"GreaterEuropean,WestEuropean,Nordic"
konow,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
mellin-olsen,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
myhre,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
tellefsen,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
heftye,,thomas,thomassen,"GreaterEuropean,WestEuropean,Nordic"
thorstensen,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
tulloch,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
ulsrud,,thomas,,"GreaterEuropean,WestEuropean,Nordic"
hell,,thom,,"GreaterEuropean,WestEuropean,Nordic"
kappfjell,,thor,alex,"GreaterEuropean,WestEuropean,Nordic"
glad,,thoralf,,"GreaterEuropean,WestEuropean,Nordic"
hagen,,thoralf,,"GreaterEuropean,WestEuropean,Nordic"
skolem,,thoralf,,"GreaterEuropean,WestEuropean,Nordic"
strømstad,,thoralf,,"GreaterEuropean,WestEuropean,Nordic"
berntsen,,thorbjørn,,"GreaterEuropean,WestEuropean,Nordic"
egner,,thorbjørn,,"GreaterEuropean,WestEuropean,Nordic"
jagland,,thorbjørn,,"GreaterEuropean,WestEuropean,Nordic"
svenssen,,thorbjørn,,"GreaterEuropean,WestEuropean,Nordic"
gulbrandsen,,thor-eirik,,"GreaterEuropean,WestEuropean,Nordic"
michelsen,,thore,,"GreaterEuropean,WestEuropean,Nordic"
sigurdsson,,thorfinn,,"GreaterEuropean,WestEuropean,Nordic"
turf-einarsson,,thorfinn,,"GreaterEuropean,WestEuropean,Nordic"
fossum,,thor,,"GreaterEuropean,WestEuropean,Nordic"
hansen,,thor,,"GreaterEuropean,WestEuropean,Nordic"
helland,,thor,,"GreaterEuropean,WestEuropean,Nordic"
heyerdahl,,thor,,"GreaterEuropean,WestEuropean,Nordic"
widvey,,thorhild,,"GreaterEuropean,WestEuropean,Nordic"
hushovd,,thor,,"GreaterEuropean,WestEuropean,Nordic"
spurkeland,,thor,jørgen,"GreaterEuropean,WestEuropean,Nordic"
knudsen,,thor,,"GreaterEuropean,WestEuropean,Nordic"
larsen,,thor,,"GreaterEuropean,WestEuropean,Nordic"
schjelderup,,thorleif,,"GreaterEuropean,WestEuropean,Nordic"
myklebust,,thor,,"GreaterEuropean,WestEuropean,Nordic"
presberg,,thorodd,,"GreaterEuropean,WestEuropean,Nordic"
rafto,,thorolf,,"GreaterEuropean,WestEuropean,Nordic"
Ørvig,,thor,,"GreaterEuropean,WestEuropean,Nordic"
sørheim,,thor,,"GreaterEuropean,WestEuropean,Nordic"
helstad,,thorstein,,"GreaterEuropean,WestEuropean,Nordic"
fretheim,,thorstein,john ohnstad,"GreaterEuropean,WestEuropean,Nordic"
treholt,,thorstein,,"GreaterEuropean,WestEuropean,Nordic"
hansen,,thorvald,,"GreaterEuropean,WestEuropean,Nordic"
meyer,,thorvald,,"GreaterEuropean,WestEuropean,Nordic"
evensen,,tidemann,flaata,"GreaterEuropean,WestEuropean,Nordic"
paulsen,,tiffany,,"GreaterEuropean,WestEuropean,Nordic"
hedren,,tippi,,"GreaterEuropean,WestEuropean,Nordic"
,,titanic,,"GreaterEuropean,WestEuropean,Nordic"
engset,,t.,o.,"GreaterEuropean,WestEuropean,Nordic"
sokolowski,,tomasz,,"GreaterEuropean,WestEuropean,Nordic"
drake,,tom,,"GreaterEuropean,WestEuropean,Nordic"
egeland,,tom,,"GreaterEuropean,WestEuropean,Nordic"
vraalsen,,tom,eric,"GreaterEuropean,WestEuropean,Nordic"
hagen,,tom,harald,"GreaterEuropean,WestEuropean,Nordic"
hengen,,tom,,"GreaterEuropean,WestEuropean,Nordic"
høgli,,tom,,"GreaterEuropean,WestEuropean,Nordic"
hilde,,tom,,"GreaterEuropean,WestEuropean,Nordic"
kristensen,,tom,,"GreaterEuropean,WestEuropean,Nordic"
levorstad,,tom,,"GreaterEuropean,WestEuropean,Nordic"
lund,,tom,,"GreaterEuropean,WestEuropean,Nordic"
berntsen,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
ingebrigtsen,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
knarvik,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
lindal,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
moe,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
olsson,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
larsen,,tommy,svindal,"GreaterEuropean,WestEuropean,Nordic"
tee,,tommy,,"GreaterEuropean,WestEuropean,Nordic"
nordlie,,tom,,"GreaterEuropean,WestEuropean,Nordic"
sandberg,,tom,,"GreaterEuropean,WestEuropean,Nordic"
sanne,,tom,,"GreaterEuropean,WestEuropean,Nordic"
seeberg,,tom,,"GreaterEuropean,WestEuropean,Nordic"
stiansen,,tom,,"GreaterEuropean,WestEuropean,Nordic"
sundby,,tom,,"GreaterEuropean,WestEuropean,Nordic"
waits,,tom,,"GreaterEuropean,WestEuropean,Nordic"
aasland,,tora,,"GreaterEuropean,WestEuropean,Nordic"
berger,,tora,,"GreaterEuropean,WestEuropean,Nordic"
westermoen,,toralf,,"GreaterEuropean,WestEuropean,Nordic"
andreassen,,tor,arne,"GreaterEuropean,WestEuropean,Nordic"
hetland,,tor,arne,"GreaterEuropean,WestEuropean,Nordic"
andersen,,tor,atle,"GreaterEuropean,WestEuropean,Nordic"
jørgensen,,tor,berger,"GreaterEuropean,WestEuropean,Nordic"
andersen,,torbjørn,,"GreaterEuropean,WestEuropean,Nordic"
brundtland,,torbjørn,,"GreaterEuropean,WestEuropean,Nordic"
digernes,,torbjørn,,"GreaterEuropean,WestEuropean,Nordic"
falkanger,,torbjørn,,"GreaterEuropean,WestEuropean,Nordic"
isaksen,,torbjørn,røe,"GreaterEuropean,WestEuropean,Nordic"
yggeseth,,torbjørn,,"GreaterEuropean,WestEuropean,Nordic"
nedreaas,,torborg,,"GreaterEuropean,WestEuropean,Nordic"
gustavsen,,tord,,"GreaterEuropean,WestEuropean,Nordic"
liltved,,tore,a.,"GreaterEuropean,WestEuropean,Nordic"
dahlum,,tore,andré,"GreaterEuropean,WestEuropean,Nordic"
flo,,tore,andré,"GreaterEuropean,WestEuropean,Nordic"
austad,,tore,,"GreaterEuropean,WestEuropean,Nordic"
hoel,,tore,elias,"GreaterEuropean,WestEuropean,Nordic"
horn,,tor,egil,"GreaterEuropean,WestEuropean,Nordic"
johansen,,tor,egil,"GreaterEuropean,WestEuropean,Nordic"
haugen,,tore,,"GreaterEuropean,WestEuropean,Nordic"
hund,,tore,,"GreaterEuropean,WestEuropean,Nordic"
endresen,,tor,,"GreaterEuropean,WestEuropean,Nordic"
nordtvedt,,tore,,"GreaterEuropean,WestEuropean,Nordic"
pedersen,,tore,,"GreaterEuropean,WestEuropean,Nordic"
Ørjasæter,,tore,,"GreaterEuropean,WestEuropean,Nordic"
hofstad,,tore,ruud,"GreaterEuropean,WestEuropean,Nordic"
torgersen,,tore,,"GreaterEuropean,WestEuropean,Nordic"
vikingstad,,tore,,"GreaterEuropean,WestEuropean,Nordic"
,,torf-einarr,,"GreaterEuropean,WestEuropean,Nordic"
anderssen-rysst,,torgeir,,"GreaterEuropean,WestEuropean,Nordic"
berge,,torgeir,andreas,"GreaterEuropean,WestEuropean,Nordic"
bjarmann,,torgeir,,"GreaterEuropean,WestEuropean,Nordic"
brandtzæg,,torgeir,,"GreaterEuropean,WestEuropean,Nordic"
bryn,,torgeir,,"GreaterEuropean,WestEuropean,Nordic"
micaelsen,,torgeir,eikstad,"GreaterEuropean,WestEuropean,Nordic"
hovi,,torger,,"GreaterEuropean,WestEuropean,Nordic"
motland,,torger,,"GreaterEuropean,WestEuropean,Nordic"
nergård,,torger,,"GreaterEuropean,WestEuropean,Nordic"
hagfors,,tor,,"GreaterEuropean,WestEuropean,Nordic"
heiestad,,tor,,"GreaterEuropean,WestEuropean,Nordic"
hamre,,tor,henning,"GreaterEuropean,WestEuropean,Nordic"
holte,,tor,håkon,"GreaterEuropean,WestEuropean,Nordic"
aarøy,,tor,hogne,"GreaterEuropean,WestEuropean,Nordic"
fjeldstad,,torill,,"GreaterEuropean,WestEuropean,Nordic"
moi,,toril,,"GreaterEuropean,WestEuropean,Nordic"
jonsson,,tor,,"GreaterEuropean,WestEuropean,Nordic"
værland,,torjus,,"GreaterEuropean,WestEuropean,Nordic"
engeness,,torkel,,"GreaterEuropean,WestEuropean,Nordic"
tande,,torkell,,"GreaterEuropean,WestEuropean,Nordic"
torkildsen,,torleif,,"GreaterEuropean,WestEuropean,Nordic"
corneliussen,,torleiv,,"GreaterEuropean,WestEuropean,Nordic"
maseng,,torleiv,,"GreaterEuropean,WestEuropean,Nordic"
wara,,tor,mikkel,"GreaterEuropean,WestEuropean,Nordic"
andreasen,,tormod,,"GreaterEuropean,WestEuropean,Nordic"
haugen,,tormod,,"GreaterEuropean,WestEuropean,Nordic"
knutsen,,tormod,,"GreaterEuropean,WestEuropean,Nordic"
hustad,,tormod,kristoffer,"GreaterEuropean,WestEuropean,Nordic"
prytz,,torolf,,"GreaterEuropean,WestEuropean,Nordic"
kandahl,,torolv,,"GreaterEuropean,WestEuropean,Nordic"
larsen,,torry,,"GreaterEuropean,WestEuropean,Nordic"
sørnes,,tor,,"GreaterEuropean,WestEuropean,Nordic"
dahle,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
eckhoff,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
hansen,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
kvamme,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
lofthus,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
rudihagen,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
selvik,,torstein,,"GreaterEuropean,WestEuropean,Nordic"
thodesen,,tor,,"GreaterEuropean,WestEuropean,Nordic"
eriksen,,torun,,"GreaterEuropean,WestEuropean,Nordic"
janbu,,torunn,,"GreaterEuropean,WestEuropean,Nordic"
haavardstad,,torvald,,"GreaterEuropean,WestEuropean,Nordic"
veierød,,tove,liv,"GreaterEuropean,WestEuropean,Nordic"
gerhardsen,,tove,strand,"GreaterEuropean,WestEuropean,Nordic"
haltvik,,trine,,"GreaterEuropean,WestEuropean,Nordic"
hattestad,,trine,,"GreaterEuropean,WestEuropean,Nordic"
rein,,trine,,"GreaterEuropean,WestEuropean,Nordic"
grande,,trine,skei,"GreaterEuropean,WestEuropean,Nordic"
andersen,,trond,,"GreaterEuropean,WestEuropean,Nordic"
soltvedt,,trond,egil,"GreaterEuropean,WestEuropean,Nordic"
ludvigsen,,trond,fredrik,"GreaterEuropean,WestEuropean,Nordic"
giske,,trond,,"GreaterEuropean,WestEuropean,Nordic"
wirstad,,trond,halvorsen,"GreaterEuropean,WestEuropean,Nordic"
iversen,,trond,,"GreaterEuropean,WestEuropean,Nordic"
jensrud,,trond,,"GreaterEuropean,WestEuropean,Nordic"
kverno,,trond,,"GreaterEuropean,WestEuropean,Nordic"
lode,,trond,,"GreaterEuropean,WestEuropean,Nordic"
magnussen,,trond,,"GreaterEuropean,WestEuropean,Nordic"
mohn,,trond,,"GreaterEuropean,WestEuropean,Nordic"
nymark,,trond,,"GreaterEuropean,WestEuropean,Nordic"
pedersen,,trond,,"GreaterEuropean,WestEuropean,Nordic"
sollied,,trond,,"GreaterEuropean,WestEuropean,Nordic"
benkestok,,trond,torleivsson,"GreaterEuropean,WestEuropean,Nordic"
larssen,,trude,brænne,"GreaterEuropean,WestEuropean,Nordic"
dybendahl,,trude,,"GreaterEuropean,WestEuropean,Nordic"
gundersen,,trude,,"GreaterEuropean,WestEuropean,Nordic"
mørk,,truls,,"GreaterEuropean,WestEuropean,Nordic"
olafsson,,tryggve,,"GreaterEuropean,WestEuropean,Nordic"
bornø,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
brodahl,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
bøyesen,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
fossum,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
haugeland,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
lie,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
vedum,,trygve,magnus slagsvold,"GreaterEuropean,WestEuropean,Nordic"
olsen,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
pedersen,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
reenskaug,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
rovelstad,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
schjøtt,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
seim,,trygve,,"GreaterEuropean,WestEuropean,Nordic"
,,tundra,,"GreaterEuropean,WestEuropean,Nordic"
josefsen,,turi,,"GreaterEuropean,WestEuropean,Nordic"
knudsen,,ulf,erik,"GreaterEuropean,WestEuropean,Nordic"
leirstein,,ulf,isak,"GreaterEuropean,WestEuropean,Nordic"
magnussen,,ulf,,"GreaterEuropean,WestEuropean,Nordic"
arneberg,,ulrik,,"GreaterEuropean,WestEuropean,Nordic"
eleonora of denmark,,ulrike,,"GreaterEuropean,WestEuropean,Nordic"
rolfsen,,ulrik,imtiaz,"GreaterEuropean,WestEuropean,Nordic"
lindell,,unni,,"GreaterEuropean,WestEuropean,Nordic"
wikan,,unni,,"GreaterEuropean,WestEuropean,Nordic"
nyqvist,,vaadjuv,,"GreaterEuropean,WestEuropean,Nordic"
sibbern,,valentin,christian wilhelm,"GreaterEuropean,WestEuropean,Nordic"
haugland,,valgerd,svarstad,"GreaterEuropean,WestEuropean,Nordic"
gabrielsen,,valter,,"GreaterEuropean,WestEuropean,Nordic"
vikernes,,varg,,"GreaterEuropean,WestEuropean,Nordic"
rodal,,vebjørn,,"GreaterEuropean,WestEuropean,Nordic"
sand,,vebjørn,,"GreaterEuropean,WestEuropean,Nordic"
selbekk,,vebjørn,,"GreaterEuropean,WestEuropean,Nordic"
tandberg,,vebjørn,,"GreaterEuropean,WestEuropean,Nordic"
sannes,,vegard,,"GreaterEuropean,WestEuropean,Nordic"
skogheim,,vegard,,"GreaterEuropean,WestEuropean,Nordic"
ulvang,,vegard,,"GreaterEuropean,WestEuropean,Nordic"
skard,,vemund,brekke,"GreaterEuropean,WestEuropean,Nordic"
kirsebom,,vendela,,"GreaterEuropean,WestEuropean,Nordic"
knutson,,venke,,"GreaterEuropean,WestEuropean,Nordic"
zorina,,vera,,"GreaterEuropean,WestEuropean,Nordic"
vetlesen,,vesla,gunvor,"GreaterEuropean,WestEuropean,Nordic"
skofterud,,vibeke,,"GreaterEuropean,WestEuropean,Nordic"
stene,,vibeke,,"GreaterEuropean,WestEuropean,Nordic"
vette,,vicky,,"GreaterEuropean,WestEuropean,Nordic"
norman,,victor,d.,"GreaterEuropean,WestEuropean,Nordic"
bjørnstad,,vidar,,"GreaterEuropean,WestEuropean,Nordic"
davidsen,,vidar,,"GreaterEuropean,WestEuropean,Nordic"
kleppe,,vidar,,"GreaterEuropean,WestEuropean,Nordic"
nisja,,vidar,,"GreaterEuropean,WestEuropean,Nordic"
riseth,,vidar,,"GreaterEuropean,WestEuropean,Nordic"
sandbeck,,vidar,,"GreaterEuropean,WestEuropean,Nordic"
quisling,,vidkun,,"GreaterEuropean,WestEuropean,Nordic"
andersen,,viel,bjerkeset,"GreaterEuropean,WestEuropean,Nordic"
hårsaker,,vigdis,,"GreaterEuropean,WestEuropean,Nordic"
hansteen,,viggo,,"GreaterEuropean,WestEuropean,Nordic"
ullmann,,viggo,,"GreaterEuropean,WestEuropean,Nordic"
thorn,,viktor,,"GreaterEuropean,WestEuropean,Nordic"
wexelsen,,vilhelm,andreas,"GreaterEuropean,WestEuropean,Nordic"
aubert,,vilhelm,,"GreaterEuropean,WestEuropean,Nordic"
bjerknes,,vilhelm,,"GreaterEuropean,WestEuropean,Nordic"
marie of denmark,,vilhelmine,,"GreaterEuropean,WestEuropean,Nordic"
sørmeland,,vivian,,"GreaterEuropean,WestEuropean,Nordic"
ager,,waldemar,,"GreaterEuropean,WestEuropean,Nordic"
brøgger,,waldemar,christofer,"GreaterEuropean,WestEuropean,Nordic"
andersen,,wally,,"GreaterEuropean,WestEuropean,Nordic"
burkemo,,walter,,"GreaterEuropean,WestEuropean,Nordic"
mondale,,walter,,"GreaterEuropean,WestEuropean,Nordic"
dahl,,walter,scott,"GreaterEuropean,WestEuropean,Nordic"
jorgenson,,warner,,"GreaterEuropean,WestEuropean,Nordic"
magnuson,,warren,g.,"GreaterEuropean,WestEuropean,Nordic"
sellæg,,wenche,frogn,"GreaterEuropean,WestEuropean,Nordic"
lowzow,,wenche,,"GreaterEuropean,WestEuropean,Nordic"
myhre,,wenche,,"GreaterEuropean,WestEuropean,Nordic"
christie,,werner,,"GreaterEuropean,WestEuropean,Nordic"
nilsen,,werner,,"GreaterEuropean,WestEuropean,Nordic"
,,when,,"GreaterEuropean,WestEuropean,Nordic"
awaken,,when,we dead,"GreaterEuropean,WestEuropean,Nordic"
blystad,,wilhelm,,"GreaterEuropean,WestEuropean,Nordic"
brenna,,wilhelm,,"GreaterEuropean,WestEuropean,Nordic"
magelssen,,wilhelm,christian,"GreaterEuropean,WestEuropean,Nordic"
bredal,,wilhelm,engel,"GreaterEuropean,WestEuropean,Nordic"
steffensen,,wilhelm,,"GreaterEuropean,WestEuropean,Nordic"
von tangen hansteen,,wilhelm,,"GreaterEuropean,WestEuropean,Nordic"
coucheron,,willem,,"GreaterEuropean,WestEuropean,Nordic"
bugge,,william,a.,"GreaterEuropean,WestEuropean,Nordic"
hut,,william,,"GreaterEuropean,WestEuropean,Nordic"
nygaard,,william,,"GreaterEuropean,WestEuropean,Nordic"
sinclair,,william,,"GreaterEuropean,WestEuropean,Nordic"
skylstad,,william,s.,"GreaterEuropean,WestEuropean,Nordic"
tulloch,,william,,"GreaterEuropean,WestEuropean,Nordic"
gilbert,,willy,,"GreaterEuropean,WestEuropean,Nordic"
rasmussen,,willy,,"GreaterEuropean,WestEuropean,Nordic"
ustad,,willy,,"GreaterEuropean,WestEuropean,Nordic"
von haffner,,wolfgang,wenzel,"GreaterEuropean,WestEuropean,Nordic"
konow,,wollert,,"GreaterEuropean,WestEuropean,Nordic"
darre-jenssen,,worm,hirsch,"GreaterEuropean,WestEuropean,Nordic"
bryn,,yngvar,,"GreaterEuropean,WestEuropean,Nordic"
nielsen,,yngvar,,"GreaterEuropean,WestEuropean,Nordic"
hågensen,,yngve,,"GreaterEuropean,WestEuropean,Nordic"
huyghebaert,,yogi,,"GreaterEuropean,WestEuropean,Nordic"
brun,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
djupedal,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
fevang,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
gåre,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
jevanord,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
ravner,,Øystein,olsen,"GreaterEuropean,WestEuropean,Nordic"
ore,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
runde,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
josefsen,,Øystein,sigurd,"GreaterEuropean,WestEuropean,Nordic"
sunde,,Øystein,,"GreaterEuropean,WestEuropean,Nordic"
wolf,,Øystein,wingaard,"GreaterEuropean,WestEuropean,Nordic"
asbjørnsen,,Øyvind,,"GreaterEuropean,WestEuropean,Nordic"
